Time,MinSpO2,PulseRate,BloodPressure,MovementIntensity,SleepStage
00:00,96.3,75,122/81,1.35,Light Sleep
00:01,96.8,72,120/81,1.0,Light Sleep
00:02,96.1,73,118/80,1.0,Awake
00:03,96.4,71,123/79,1.0,Light Sleep
00:04,96.6,78,117/80,1.0,Light Sleep
00:05,96.3,82,119/79,1.0,Light Sleep
00:06,96.6,83,123/82,1.0,Light Sleep
00:07,96.9,76,120/79,1.0,Light Sleep
00:08,96.5,74,124/78,1.0,Light Sleep
00:09,96.7,79,124/80,1.0,Light Sleep
00:10,97.5,79,119/82,1.0,Light Sleep
00:11,96.2,78,119/79,1.0,Light Sleep
00:12,96.4,70,118/80,1.0,Light Sleep
00:13,96.3,77,116/80,1.0,Light Sleep
00:14,97.4,81,121/80,1.0,Light Sleep
00:15,97.0,80,119/80,1.0,Light Sleep
00:16,96.5,84,121/78,1.0,Light Sleep
00:17,96.6,81,124/80,1.0,Light Sleep
00:18,98.0,78,123/80,1.0,Light Sleep
00:19,97.6,75,119/78,1.0,Light Sleep
00:20,97.4,72,122/82,1.0,Light Sleep
00:21,96.1,74,124/82,1.0,Light Sleep
00:22,97.7,82,123/82,1.0,Light Sleep
00:23,96.4,83,124/80,1.0,Light Sleep
00:24,97.6,75,119/82,1.0,Light Sleep
00:25,96.6,73,121/81,1.0,Light Sleep
00:26,97.1,72,120/82,1.0,Light Sleep
00:27,96.8,76,116/79,1.0,Light Sleep
00:28,97.3,83,124/79,1.0,Light Sleep
00:29,97.2,71,117/78,1.0,Light Sleep
00:30,96.7,82,122/80,1.0,Light Sleep
00:31,98.0,77,120/79,1.0,Light Sleep
00:32,97.8,70,120/79,1.0,Light Sleep
00:33,96.2,74,120/82,1.0,Light Sleep
00:34,96.9,77,121/80,1.0,Light Sleep
00:35,96.5,69,124/82,1.0,Light Sleep
00:36,96.6,77,121/81,1.0,Light Sleep
00:37,97.9,75,124/80,1.0,Light Sleep
00:38,97.0,83,120/79,1.0,Light Sleep
00:39,97.1,75,118/80,1.0,Light Sleep
00:40,97.0,73,118/80,1.0,Light Sleep
00:41,97.4,69,117/81,1.0,Light Sleep
00:42,97.5,77,122/80,1.0,Light Sleep
00:43,96.0,72,116/79,1.0,Light Sleep
00:44,97.6,82,121/79,1.0,Light Sleep
00:45,96.8,75,120/80,1.0,Light Sleep
00:46,96.9,78,120/80,1.0,Light Sleep
00:47,96.4,83,119/80,1.0,Light Sleep
00:48,96.3,76,120/80,1.0,Light Sleep
00:49,97.5,80,118/79,1.0,Light Sleep
00:50,96.0,78,118/79,1.0,Awake
00:51,96.2,81,122/80,1.0,Awake
00:52,96.8,86,117/82,2.19,Awake
00:53,97.3,80,124/82,1.0,Awake
00:54,96.3,71,116/81,1.0,Awake
00:55,97.9,82,116/80,1.0,Light Sleep
00:56,96.9,74,119/81,1.0,Light Sleep
00:57,96.7,74,124/82,1.0,Light Sleep
00:58,96.3,79,120/82,1.0,Light Sleep
00:59,96.8,72,123/80,1.0,Light Sleep
01:00,97.5,75,118/82,1.0,Light Sleep
01:01,97.4,69,120/82,1.0,Light Sleep
01:02,96.4,70,120/78,1.0,Light Sleep
01:03,96.2,78,120/80,1.0,Light Sleep
01:04,96.5,72,122/79,1.0,Light Sleep
01:05,97.3,76,118/79,1.0,Light Sleep
01:06,96.6,73,124/82,1.0,Light Sleep
01:07,97.8,71,122/78,1.0,Awake
01:08,97.7,74,123/82,1.0,Awake
01:09,97.9,78,123/78,2.84,Awake
01:10,96.5,71,120/82,1.0,Awake
01:11,97.8,74,120/79,1.0,Awake
01:12,97.2,70,118/80,1.0,Light Sleep
01:13,97.1,83,120/79,1.0,Light Sleep
01:14,97.0,75,120/81,1.0,Light Sleep
01:15,96.0,83,121/81,1.0,Light Sleep
01:16,96.0,76,123/81,1.0,Light Sleep
01:17,97.2,77,116/81,1.0,Light Sleep
01:18,96.5,83,124/82,1.0,Light Sleep
01:19,96.2,79,117/80,1.0,Light Sleep
01:20,96.2,84,120/80,1.0,Light Sleep
01:21,96.1,71,120/78,1.0,Light Sleep
01:22,96.2,76,123/82,1.0,Light Sleep
01:23,96.3,78,118/82,1.0,Light Sleep
01:24,97.7,80,123/80,1.0,Light Sleep
01:25,97.0,72,122/79,1.0,Light Sleep
01:26,96.1,84,120/80,1.0,Light Sleep
01:27,96.6,71,124/82,1.0,Light Sleep
01:28,97.1,78,119/80,1.0,Light Sleep
01:29,96.4,80,119/81,1.0,Light Sleep
01:30,97.9,76,124/81,1.0,Light Sleep
01:31,96.3,72,123/80,1.0,Light Sleep
01:32,97.9,71,118/80,1.0,Light Sleep
01:33,97.0,79,119/80,1.0,Light Sleep
01:34,97.0,76,117/81,1.0,Light Sleep
01:35,96.4,83,119/79,1.0,Light Sleep
01:36,97.4,74,120/80,1.0,Light Sleep
01:37,96.5,71,117/81,1.0,Light Sleep
01:38,97.3,78,118/82,1.0,Light Sleep
01:39,97.5,76,117/78,1.0,Light Sleep
01:40,96.6,90,118/80,1.0,Light Sleep
01:41,96.5,81,123/82,1.0,Light Sleep
01:42,97.0,71,124/82,1.0,Light Sleep
01:43,96.3,75,120/78,1.0,Light Sleep
01:44,97.9,81,116/78,1.0,Light Sleep
01:45,97.4,81,118/80,1.0,Light Sleep
01:46,97.6,74,120/80,1.0,Light Sleep
01:47,96.0,70,120/80,1.0,Light Sleep
01:48,97.8,74,118/80,1.0,Light Sleep
01:49,97.5,76,119/82,1.0,Light Sleep
01:50,97.0,80,120/80,1.0,Light Sleep
01:51,96.3,74,118/79,1.0,Light Sleep
01:52,96.3,72,121/81,1.0,Light Sleep
01:53,97.5,74,124/78,1.0,Light Sleep
01:54,96.9,82,121/82,1.0,Light Sleep
01:55,96.1,74,117/79,1.0,Light Sleep
01:56,96.0,75,120/79,1.0,Light Sleep
01:57,96.0,71,117/79,1.0,Light Sleep
01:58,96.2,70,117/80,1.0,Light Sleep
01:59,96.1,83,120/78,1.0,Light Sleep
02:00,96.2,72,121/80,1.0,Light Sleep
02:01,97.9,81,118/80,1.0,Light Sleep
02:02,96.4,81,120/81,1.0,Light Sleep
02:03,97.0,74,123/82,1.0,Light Sleep
02:04,97.7,74,123/80,1.0,Light Sleep
02:05,97.4,70,120/80,1.0,Light Sleep
02:06,96.0,82,120/79,1.0,Light Sleep
02:07,97.8,82,122/78,1.0,Light Sleep
02:08,96.8,70,121/79,1.0,Light Sleep
02:09,97.9,75,122/80,1.0,Light Sleep
02:10,97.8,71,121/80,1.0,Light Sleep
02:11,96.2,79,120/82,1.0,Light Sleep
02:12,96.6,73,120/80,1.0,Light Sleep
02:13,96.6,79,124/78,1.0,Light Sleep
02:14,97.7,78,121/80,1.0,Light Sleep
02:15,96.0,80,121/82,1.0,Light Sleep
02:16,97.5,69,124/79,1.0,Light Sleep
02:17,97.5,79,121/79,1.0,Light Sleep
02:18,97.8,82,122/80,1.0,Light Sleep
02:19,97.8,82,121/81,1.0,Light Sleep
02:20,96.1,83,116/82,1.0,Light Sleep
02:21,96.7,71,117/82,1.0,Light Sleep
02:22,96.5,76,118/80,1.0,Light Sleep
02:23,97.1,70,120/81,1.0,Light Sleep
02:24,96.8,79,120/80,1.0,Light Sleep
02:25,98.0,80,118/80,1.0,Light Sleep
02:26,96.7,84,120/81,1.0,Light Sleep
02:27,97.7,78,119/82,1.0,Light Sleep
02:28,97.9,70,124/80,1.0,Light Sleep
02:29,97.6,82,119/82,1.0,Light Sleep
02:30,96.5,71,119/82,1.0,Light Sleep
02:31,96.1,78,117/79,1.0,Light Sleep
02:32,96.2,76,122/80,1.0,Light Sleep
02:33,97.2,81,118/79,1.0,Light Sleep
02:34,96.9,79,119/80,1.0,Light Sleep
02:35,96.7,75,120/79,1.0,Light Sleep
02:36,96.5,73,116/81,1.0,Light Sleep
02:37,97.3,71,118/80,1.0,Deep Sleep
02:38,97.8,75,116/80,1.0,Deep Sleep
02:39,96.1,71,122/81,1.0,Light Sleep
02:40,97.9,70,120/81,1.0,Light Sleep
02:41,97.9,70,117/82,1.0,Light Sleep
02:42,97.1,78,119/82,1.0,Light Sleep
02:43,96.1,69,117/81,1.0,Light Sleep
02:44,97.9,69,117/81,1.0,Light Sleep
02:45,97.0,82,122/78,1.0,Light Sleep
02:46,96.3,78,118/82,1.0,Light Sleep
02:47,96.1,75,122/80,1.0,Light Sleep
02:48,97.1,72,123/78,1.0,Light Sleep
02:49,96.7,73,120/80,1.0,Light Sleep
02:50,96.2,83,119/82,1.0,Light Sleep
02:51,96.5,78,124/81,1.0,Light Sleep
02:52,97.7,72,121/78,1.0,Awake
02:53,97.1,69,118/79,1.0,Awake
02:54,96.5,78,123/82,2.47,Awake
02:55,96.2,79,119/80,1.0,Awake
02:56,97.3,70,120/79,1.0,Awake
02:57,97.2,82,124/79,1.0,REM
02:58,96.2,69,120/82,1.0,REM
02:59,97.3,74,118/80,1.0,REM
03:00,97.7,83,120/79,1.0,REM
03:01,96.9,70,118/78,1.0,REM
03:02,97.2,83,121/82,1.0,REM
03:03,97.8,73,120/79,1.0,REM
03:04,97.5,82,119/79,1.0,REM
03:05,96.3,76,122/82,1.0,REM
03:06,97.6,78,119/80,1.0,Light Sleep
03:07,96.7,72,119/80,1.0,Light Sleep
03:08,97.1,75,122/78,1.0,Awake
03:09,97.6,71,124/80,1.0,Awake
03:10,97.3,83,123/82,1.33,Awake
03:11,96.1,79,118/81,1.0,Awake
03:12,96.9,75,120/78,1.0,Awake
03:13,96.1,82,118/78,1.0,Light Sleep
03:14,97.6,76,124/79,1.0,Awake
03:15,97.0,76,123/80,1.0,Awake
03:16,97.1,70,117/80,2.7,Awake
03:17,97.9,80,121/79,1.0,Awake
03:18,97.8,81,120/81,1.0,Awake
03:19,96.1,71,119/79,1.0,REM
03:20,96.7,79,116/82,1.0,REM
03:21,97.0,71,120/80,1.0,REM
03:22,97.7,72,116/82,1.0,REM
03:23,96.6,82,119/81,1.0,REM
03:24,97.4,84,123/78,1.0,REM
03:25,96.6,71,119/80,1.0,REM
03:26,97.4,76,116/81,1.0,REM
03:27,96.0,77,120/78,1.0,Light Sleep
03:28,98.0,71,123/82,1.0,Light Sleep
03:29,96.7,79,117/82,1.0,Light Sleep
03:30,96.1,73,121/78,1.0,REM
03:31,97.3,74,119/78,1.0,REM
03:32,97.5,84,117/81,1.0,REM
03:33,97.2,76,120/78,1.0,Light Sleep
03:34,97.3,78,124/78,1.0,Light Sleep
03:35,97.2,78,122/82,1.0,Light Sleep
03:36,97.8,74,117/80,1.0,Awake
03:37,97.0,76,119/78,1.0,Awake
03:38,97.6,103,124/82,2.2,Awake
03:39,97.9,78,124/81,1.0,Awake
03:40,97.1,78,116/82,1.0,Awake
03:41,96.8,84,123/78,1.0,REM
03:42,97.7,77,118/78,1.0,REM
03:43,96.9,72,117/80,1.0,REM
03:44,96.4,84,123/80,1.0,REM
03:45,96.4,82,120/81,1.0,REM
03:46,98.0,76,120/81,1.0,REM
03:47,97.7,70,123/81,1.0,REM
03:48,97.7,73,120/81,1.0,REM
03:49,96.4,83,116/80,1.0,REM
03:50,96.7,76,124/81,1.0,REM
03:51,96.4,82,118/81,1.0,Light Sleep
03:52,97.6,80,116/81,1.0,Light Sleep
03:53,96.2,75,121/80,1.0,Light Sleep
03:54,96.4,78,124/81,1.0,Light Sleep
03:55,96.4,77,122/81,1.0,Light Sleep
03:56,97.5,70,120/82,1.0,Light Sleep
03:57,96.9,75,118/81,1.0,REM
03:58,97.5,70,116/80,1.0,REM
03:59,96.2,81,121/81,1.0,REM
04:00,97.0,70,117/80,1.0,REM
04:01,97.4,80,116/78,1.0,REM
04:02,98.0,73,120/81,1.0,REM
04:03,97.8,70,117/80,1.0,REM
04:04,97.6,80,117/80,1.0,Light Sleep
04:05,96.5,71,122/80,1.0,Light Sleep
04:06,96.1,75,118/78,1.0,Light Sleep
04:07,96.7,74,119/80,1.0,Light Sleep
04:08,97.1,72,118/82,1.0,Light Sleep
04:09,97.7,81,122/81,1.0,REM
04:10,96.1,72,120/79,1.0,Awake
04:11,96.2,82,118/79,1.0,Awake
04:12,96.8,94,117/80,2.39,Awake
04:13,96.7,79,119/78,1.0,Awake
04:14,97.0,78,120/80,1.0,Awake
04:15,97.8,82,120/78,1.0,REM
04:16,96.1,73,117/80,1.0,REM
04:17,97.2,71,121/78,1.0,REM
04:18,96.6,69,116/82,1.0,Light Sleep
04:19,97.2,75,118/82,1.0,Light Sleep
04:20,96.4,73,117/80,1.0,Light Sleep
04:21,97.4,70,119/82,1.0,Light Sleep
04:22,97.0,69,124/78,1.0,Light Sleep
04:23,96.8,69,117/79,1.0,Light Sleep
04:24,96.4,70,119/78,1.0,Light Sleep
04:25,97.1,77,117/80,1.0,Light Sleep
04:26,96.6,72,124/78,1.0,Light Sleep
04:27,97.8,75,123/80,1.0,Light Sleep
04:28,97.2,71,120/78,1.0,Light Sleep
04:29,96.6,76,120/80,1.0,Light Sleep
04:30,97.8,74,120/79,1.0,Light Sleep
04:31,96.9,72,119/79,1.0,REM
04:32,97.0,81,118/80,1.0,REM
04:33,97.0,82,120/82,1.0,Awake
04:34,97.3,84,121/81,1.0,Awake
04:35,97.9,73,121/81,1.04,Awake
04:36,97.1,78,117/81,1.0,Awake
04:37,96.7,83,120/78,1.0,Awake
