Time,MinSpO2,PulseRate,BloodPressure,MovementIntensity,SleepStage
00:00,97.4,73,121/79,1.0,Light Sleep
00:01,97.7,76,117/78,1.0,Light Sleep
00:02,96.7,82,121/80,1.0,Light Sleep
00:03,97.5,82,120/81,1.0,Light Sleep
00:04,96.3,75,121/81,1.0,Light Sleep
00:05,97.8,69,124/79,1.0,Light Sleep
00:06,97.9,81,117/80,1.0,Light Sleep
00:07,97.2,73,123/82,1.0,Light Sleep
00:08,97.0,75,118/80,1.0,Light Sleep
00:09,96.0,80,116/81,1.0,Light Sleep
00:10,97.5,73,120/82,1.0,Light Sleep
00:11,97.3,78,119/81,1.0,Light Sleep
00:12,98.0,75,121/78,1.0,Light Sleep
00:13,97.3,70,123/79,1.0,Awake
00:14,96.3,77,120/80,1.0,Awake
00:15,97.7,96,122/79,1.09,Awake
00:16,96.3,71,117/80,1.0,Awake
00:17,97.0,82,120/80,1.0,Awake
00:18,97.3,72,116/80,1.0,Light Sleep
00:19,96.2,84,122/80,1.0,Light Sleep
00:20,96.9,79,123/79,1.0,Light Sleep
00:21,97.3,76,124/82,1.0,Light Sleep
00:22,97.6,75,123/80,1.0,Light Sleep
00:23,97.3,70,120/80,1.0,Light Sleep
00:24,97.9,70,124/80,1.0,Light Sleep
00:25,96.0,79,117/78,1.0,Light Sleep
00:26,97.7,73,122/78,1.0,Light Sleep
00:27,97.4,74,116/79,1.0,Light Sleep
00:28,97.8,77,121/80,1.0,Light Sleep
00:29,96.7,71,120/81,1.0,Light Sleep
00:30,97.0,79,123/80,1.0,Light Sleep
00:31,97.5,78,120/81,1.0,Light Sleep
00:32,97.2,71,117/80,1.0,Light Sleep
00:33,96.2,71,116/82,1.0,Light Sleep
00:34,97.1,80,118/80,1.0,Light Sleep
00:35,96.3,81,116/78,1.0,Light Sleep
00:36,97.4,77,122/79,1.0,Light Sleep
00:37,97.9,73,124/80,1.0,Light Sleep
00:38,97.1,81,121/82,1.0,Light Sleep
00:39,97.0,77,120/82,1.0,Light Sleep
00:40,96.6,84,121/81,1.0,Light Sleep
00:41,97.8,73,116/82,1.0,Light Sleep
00:42,97.0,74,121/80,1.0,Light Sleep
00:43,97.0,81,120/78,1.0,Light Sleep
00:44,97.4,71,124/78,1.0,Light Sleep
00:45,97.7,74,120/78,1.0,Light Sleep
00:46,96.4,83,116/78,1.0,Light Sleep
00:47,97.7,76,119/78,1.0,Light Sleep
00:48,97.6,74,120/80,1.0,Light Sleep
00:49,96.1,76,123/80,1.0,Light Sleep
00:50,97.6,82,123/82,1.0,Light Sleep
00:51,96.5,75,117/80,1.0,Light Sleep
00:52,97.6,80,122/80,1.0,Light Sleep
00:53,96.2,76,120/81,1.0,Light Sleep
00:54,97.9,80,118/80,1.0,Light Sleep
00:55,97.2,72,121/81,1.0,Light Sleep
00:56,97.1,73,119/82,1.0,Light Sleep
00:57,96.2,75,123/82,1.0,Light Sleep
00:58,96.7,83,118/81,1.0,Light Sleep
00:59,96.5,74,120/82,1.0,Light Sleep
01:00,96.2,81,122/82,1.0,Light Sleep
01:01,96.4,82,121/79,1.0,Light Sleep
01:02,97.6,82,124/79,1.0,Light Sleep
01:03,97.6,72,119/80,1.0,Light Sleep
01:04,96.3,70,120/80,1.0,Light Sleep
01:05,97.1,84,120/80,1.0,Light Sleep
01:06,96.2,82,119/80,1.0,Light Sleep
01:07,96.9,73,118/79,1.0,Light Sleep
01:08,98.0,77,120/80,1.0,Light Sleep
01:09,98.0,71,120/82,1.0,Light Sleep
01:10,96.8,77,122/80,1.0,Light Sleep
01:11,97.7,80,118/80,1.0,Light Sleep
01:12,96.2,76,116/81,1.0,Light Sleep
01:13,96.7,79,117/81,1.0,Light Sleep
01:14,97.5,74,119/81,1.0,Light Sleep
01:15,97.4,71,117/81,1.0,Light Sleep
01:16,97.7,80,123/78,1.0,Light Sleep
01:17,97.0,80,122/79,1.0,Light Sleep
01:18,96.1,84,120/80,1.0,Awake
01:19,97.7,74,119/80,1.0,Awake
01:20,98.0,79,116/79,2.62,Awake
01:21,96.4,80,122/80,1.0,Awake
01:22,96.4,81,124/81,1.0,Awake
01:23,97.4,83,123/82,1.0,Light Sleep
01:24,96.0,75,122/80,1.0,Light Sleep
01:25,97.2,76,120/79,1.0,Light Sleep
01:26,97.8,74,119/80,1.0,Light Sleep
01:27,97.0,71,117/78,1.0,Light Sleep
01:28,96.0,71,119/81,1.0,Light Sleep
01:29,96.8,69,124/81,1.0,Light Sleep
01:30,97.9,69,117/80,1.0,Light Sleep
01:31,96.4,77,121/78,1.0,Awake
01:32,97.3,73,123/82,1.0,Awake
01:33,97.3,82,124/80,1.83,Awake
01:34,96.9,73,121/78,1.0,Awake
01:35,96.5,77,122/80,1.0,Awake
01:36,97.3,82,124/78,1.0,Light Sleep
01:37,96.3,75,118/79,1.0,Light Sleep
01:38,96.0,84,119/78,1.0,Light Sleep
01:39,97.0,78,120/81,1.0,Light Sleep
01:40,97.3,71,118/81,1.0,Light Sleep
01:41,96.0,71,123/81,1.0,Light Sleep
01:42,96.0,77,121/82,1.0,Awake
01:43,97.1,76,119/80,1.0,Awake
01:44,96.2,73,116/80,1.02,Awake
01:45,97.9,72,122/82,1.0,Awake
01:46,96.2,79,124/80,1.0,Awake
01:47,96.3,70,120/82,1.0,Light Sleep
01:48,97.9,77,123/80,1.0,Light Sleep
01:49,96.8,70,120/81,1.0,Light Sleep
01:50,96.4,69,120/80,1.0,Light Sleep
01:51,97.9,76,119/79,1.0,Light Sleep
01:52,98.0,79,123/80,1.0,Light Sleep
01:53,97.2,78,120/81,1.0,Light Sleep
01:54,96.6,71,122/81,1.0,Light Sleep
01:55,97.2,78,120/78,1.0,Light Sleep
01:56,97.0,69,120/78,1.0,Light Sleep
01:57,96.5,81,120/80,1.0,Light Sleep
01:58,97.3,76,117/82,1.0,Light Sleep
01:59,96.9,73,120/79,1.0,Light Sleep
02:00,96.5,75,120/79,1.0,Light Sleep
02:01,96.5,72,116/80,1.0,Light Sleep
02:02,97.4,81,117/81,1.0,Light Sleep
02:03,96.8,83,119/80,1.0,Light Sleep
02:04,96.0,76,116/80,1.0,Light Sleep
02:05,97.3,80,122/78,1.0,Light Sleep
02:06,96.3,76,122/80,1.0,Light Sleep
02:07,97.7,72,116/82,1.0,Light Sleep
02:08,97.1,71,121/78,1.0,Light Sleep
02:09,96.2,83,121/80,1.0,Light Sleep
02:10,96.7,78,120/82,1.0,Light Sleep
02:11,97.2,84,123/79,1.0,Light Sleep
02:12,97.0,74,120/81,1.0,Light Sleep
02:13,97.3,72,124/80,1.0,Light Sleep
02:14,96.7,83,121/82,1.0,Light Sleep
02:15,96.7,76,123/79,1.0,Light Sleep
02:16,97.2,73,117/79,1.0,Light Sleep
02:17,97.2,70,118/82,1.0,Light Sleep
02:18,97.1,79,124/81,1.0,Light Sleep
02:19,96.4,71,118/82,1.0,Light Sleep
02:20,96.6,82,118/80,1.0,Light Sleep
02:21,97.6,78,117/81,1.0,Light Sleep
02:22,97.0,82,120/81,1.0,Light Sleep
02:23,97.0,83,117/80,1.0,Light Sleep
02:24,97.9,77,120/81,1.0,Light Sleep
02:25,96.0,83,116/82,1.0,Light Sleep
02:26,97.4,79,118/78,1.0,Light Sleep
02:27,96.1,72,120/78,1.0,Light Sleep
02:28,97.0,75,118/80,1.0,Light Sleep
02:29,97.9,84,119/80,1.0,Light Sleep
02:30,96.5,74,124/81,1.0,Light Sleep
02:31,97.3,81,123/79,1.0,Light Sleep
02:32,97.7,82,117/80,1.0,Light Sleep
02:33,96.6,69,123/80,1.0,Light Sleep
02:34,97.6,80,118/81,1.0,Light Sleep
02:35,97.1,75,117/81,1.0,Light Sleep
02:36,96.1,69,122/81,1.0,Light Sleep
02:37,97.2,74,122/80,1.0,Light Sleep
02:38,97.0,71,117/80,1.0,Light Sleep
02:39,96.6,83,121/79,1.0,Light Sleep
02:40,97.0,79,120/82,1.0,Light Sleep
02:41,97.8,72,121/81,1.0,Light Sleep
02:42,97.7,79,124/79,1.0,Light Sleep
02:43,97.0,78,120/82,1.0,Light Sleep
02:44,96.3,78,121/79,1.0,Deep Sleep
02:45,96.4,76,120/82,1.0,Light Sleep
02:46,97.4,78,120/80,1.0,Light Sleep
02:47,96.9,81,120/82,1.0,Light Sleep
02:48,97.9,77,123/81,1.0,Light Sleep
02:49,96.3,75,116/79,1.0,Light Sleep
02:50,97.4,76,116/78,1.0,Awake
02:51,96.1,77,122/82,1.0,Awake
02:52,96.5,74,120/80,2.53,Awake
02:53,96.5,70,123/81,1.0,Awake
02:54,97.3,78,119/80,1.0,Awake
02:55,97.8,83,117/81,1.0,REM
02:56,97.0,83,119/82,1.0,REM
02:57,96.0,72,118/80,1.0,REM
02:58,96.4,80,123/80,1.0,REM
02:59,97.1,82,122/78,1.0,REM
03:00,96.9,74,119/81,1.0,REM
03:01,96.8,73,124/81,1.0,REM
03:02,97.2,80,124/81,1.0,Light Sleep
03:03,97.9,72,117/80,1.0,REM
03:04,97.5,76,122/80,1.0,REM
03:05,97.1,81,120/80,1.0,Light Sleep
03:06,97.1,73,124/82,1.0,REM
03:07,96.6,72,120/80,1.0,REM
03:08,97.0,71,120/78,1.0,REM
03:09,97.4,77,119/81,1.0,REM
03:10,97.8,84,119/81,1.0,REM
03:11,97.5,73,117/80,1.0,REM
03:12,97.3,79,123/78,1.0,REM
03:13,97.0,72,124/79,1.0,Light Sleep
03:14,96.7,74,120/79,1.0,Light Sleep
03:15,97.9,75,116/80,1.0,Light Sleep
03:16,96.9,75,119/80,1.0,Light Sleep
03:17,97.8,79,120/80,1.0,Light Sleep
03:18,96.4,78,117/82,1.0,Light Sleep
03:19,96.3,79,124/81,1.0,REM
03:20,96.6,70,119/81,1.0,REM
03:21,97.5,70,123/78,1.0,REM
03:22,96.9,77,121/81,1.0,Light Sleep
03:23,97.7,78,124/78,1.0,Light Sleep
03:24,97.5,71,121/78,1.0,REM
03:25,97.3,70,122/80,1.0,REM
03:26,97.7,82,117/80,1.0,REM
03:27,96.7,77,123/81,1.0,REM
03:28,96.1,74,117/81,1.0,Light Sleep
03:29,96.0,79,120/78,1.0,Light Sleep
03:30,96.0,74,118/78,1.0,Light Sleep
03:31,96.7,73,124/80,1.0,Light Sleep
03:32,97.3,69,117/82,1.0,Light Sleep
03:33,96.6,77,121/78,1.0,Light Sleep
03:34,97.5,70,117/80,1.0,Light Sleep
03:35,97.8,76,120/80,1.0,REM
03:36,96.3,69,122/80,1.0,REM
03:37,96.0,82,121/81,1.0,REM
03:38,96.5,80,122/80,1.0,REM
03:39,97.1,76,119/80,1.0,Light Sleep
03:40,96.6,77,117/79,1.0,Light Sleep
03:41,97.0,83,120/80,1.0,Light Sleep
03:42,96.5,75,124/80,1.0,Light Sleep
03:43,96.0,81,120/79,1.0,Light Sleep
03:44,96.1,78,122/82,1.0,Light Sleep
03:45,97.4,74,122/82,1.0,Light Sleep
03:46,97.2,77,123/78,1.0,Light Sleep
03:47,96.8,76,121/78,1.0,Light Sleep
03:48,96.4,82,124/80,1.0,Light Sleep
03:49,96.6,74,117/80,1.0,Light Sleep
03:50,96.4,79,122/81,1.0,Light Sleep
03:51,97.9,74,119/81,1.0,Light Sleep
03:52,97.0,80,118/82,1.0,Light Sleep
03:53,97.8,83,124/78,1.0,Light Sleep
03:54,97.2,74,118/80,1.0,Light Sleep
03:55,97.8,79,120/82,1.0,REM
03:56,97.6,80,122/78,1.0,REM
03:57,97.0,73,124/80,1.0,REM
03:58,96.9,70,118/78,1.0,Light Sleep
03:59,96.2,74,122/78,1.0,Light Sleep
04:00,96.6,72,120/80,1.0,REM
04:01,96.2,79,116/80,1.0,Light Sleep
04:02,97.3,80,122/80,1.0,Light Sleep
04:03,96.8,79,119/78,1.0,Light Sleep
04:04,97.8,74,117/80,1.0,REM
04:05,97.9,74,117/78,1.0,Light Sleep
04:06,96.6,70,117/78,1.0,REM
04:07,97.5,71,119/82,1.0,REM
04:08,96.7,81,118/80,1.0,REM
04:09,96.9,77,124/78,1.0,REM
04:10,96.3,75,118/80,1.0,REM
04:11,96.6,71,123/82,1.0,REM
04:12,96.6,82,119/81,1.0,REM
04:13,96.1,82,116/79,1.0,REM
04:14,97.5,71,121/80,1.0,REM
04:15,97.1,82,123/82,1.0,REM
04:16,97.7,70,116/80,1.0,REM
04:17,97.6,75,122/78,1.0,REM
04:18,97.4,70,120/78,1.0,REM
04:19,96.1,81,119/82,1.0,REM
04:20,96.2,75,118/80,1.0,REM
04:21,97.2,83,121/80,1.0,REM
04:22,97.5,77,120/80,1.0,Light Sleep
04:23,96.6,73,118/80,1.0,Light Sleep
04:24,96.6,77,116/82,1.0,Light Sleep
04:25,97.9,81,117/80,1.0,Light Sleep
04:26,96.8,75,121/80,1.0,Light Sleep
04:27,96.1,77,124/81,1.0,REM
04:28,96.9,71,120/79,1.0,REM
04:29,96.4,83,121/79,1.0,REM
04:30,97.7,83,120/81,1.0,REM
04:31,96.2,84,122/78,1.0,Light Sleep
04:32,96.2,80,118/79,1.0,Light Sleep
04:33,97.4,79,120/80,1.0,Light Sleep
04:34,96.9,75,122/81,1.0,Light Sleep
04:35,97.3,82,120/80,1.0,Light Sleep
04:36,97.8,78,123/80,1.0,REM
04:37,97.9,82,121/79,1.0,REM
04:38,97.5,69,121/81,1.0,REM
04:39,97.2,76,121/81,1.0,REM
04:40,96.6,70,122/79,1.0,REM
04:41,96.7,77,123/82,1.0,REM
04:42,96.4,80,120/78,1.0,REM
04:43,96.7,72,123/81,1.0,Light Sleep
04:44,96.3,71,121/80,1.0,REM
04:45,97.1,78,122/81,1.0,REM
04:46,97.1,80,121/82,1.0,REM
04:47,97.5,80,122/80,1.0,REM
04:48,97.5,70,123/78,1.0,REM
04:49,96.2,70,121/79,1.0,REM
04:50,96.0,77,124/82,1.0,REM
04:51,97.7,82,117/78,1.0,REM
04:52,97.3,71,120/82,1.0,REM
04:53,96.2,80,124/80,1.0,REM
04:54,96.0,74,117/81,1.0,REM
04:55,97.2,79,123/79,1.0,REM
04:56,97.1,80,122/78,1.0,REM
04:57,97.3,70,119/80,1.0,REM
04:58,96.6,74,118/80,1.0,REM
04:59,97.9,79,122/79,1.0,REM
05:00,97.5,74,120/80,1.0,Light Sleep
05:01,96.0,80,116/78,1.0,Light Sleep
05:02,97.2,74,118/82,1.0,REM
05:03,97.3,82,116/80,1.0,REM
05:04,97.4,73,122/78,1.0,REM
05:05,97.5,71,120/82,1.0,REM
05:06,97.2,74,116/81,1.0,Light Sleep
05:07,96.7,78,116/82,1.0,REM
05:08,96.9,69,116/78,1.0,Light Sleep
05:09,97.6,79,117/82,1.0,REM
05:10,96.3,76,121/80,1.0,REM
05:11,97.8,72,124/80,1.0,Light Sleep
05:12,97.1,81,120/80,1.0,Light Sleep
05:13,96.3,77,116/80,1.0,Light Sleep
05:14,96.2,81,120/78,1.0,Light Sleep
05:15,96.3,78,117/80,1.0,Light Sleep
05:16,97.8,73,120/82,1.0,Light Sleep
05:17,96.5,73,119/78,1.0,Light Sleep
05:18,97.1,74,119/78,1.0,REM
05:19,96.6,74,121/78,1.0,REM
05:20,97.3,83,121/80,1.0,Light Sleep
05:21,96.5,77,122/82,1.0,REM
05:22,96.4,80,123/80,1.0,REM
05:23,97.3,71,118/81,1.0,Awake
05:24,96.9,78,121/78,1.0,Awake
05:25,97.8,78,120/80,2.63,Awake
05:26,96.2,74,117/79,1.0,Awake
