Time,MinSpO2,PulseRate,BloodPressure,MovementIntensity,SleepStage
00:00,97.0,75,122/81,1.0,Light Sleep
00:01,97.1,79,116/82,1.0,Light Sleep
00:02,96.4,82,116/82,1.0,Light Sleep
00:03,96.9,76,124/78,1.0,Light Sleep
00:04,96.7,78,122/79,1.0,Light Sleep
00:05,97.8,82,121/80,1.0,Light Sleep
00:06,96.4,91,119/80,1.0,Light Sleep
00:07,96.1,79,123/79,1.0,Light Sleep
00:08,96.8,82,120/80,1.0,Light Sleep
00:09,97.3,71,124/81,1.0,Light Sleep
00:10,97.3,74,118/80,1.0,Light Sleep
00:11,97.4,77,117/79,1.0,Light Sleep
00:12,97.7,73,117/79,1.0,Deep Sleep
00:13,96.8,75,118/82,1.0,Deep Sleep
00:14,96.7,75,123/80,1.0,Light Sleep
00:15,96.3,74,118/79,1.0,Light Sleep
00:16,97.2,70,116/78,1.0,Light Sleep
00:17,96.3,71,123/78,1.0,Light Sleep
00:18,96.9,81,118/78,1.0,Light Sleep
00:19,96.7,83,119/78,1.0,Light Sleep
00:20,96.3,79,124/82,1.0,Deep Sleep
00:21,96.7,80,119/81,1.0,Light Sleep
00:22,97.2,83,116/80,1.0,Light Sleep
00:23,98.0,70,122/80,1.0,Light Sleep
00:24,96.3,81,116/80,1.0,Light Sleep
00:25,97.8,78,118/80,1.0,Light Sleep
00:26,97.3,72,120/82,1.0,Light Sleep
00:27,97.6,82,124/82,1.0,Light Sleep
00:28,96.1,71,124/80,1.0,Light Sleep
00:29,97.0,81,117/81,1.0,Light Sleep
00:30,98.0,75,121/80,1.0,Light Sleep
00:31,97.3,76,119/80,1.0,Light Sleep
00:32,96.7,73,120/82,1.0,Light Sleep
00:33,97.3,83,118/79,1.0,Light Sleep
00:34,96.2,71,122/82,1.0,Light Sleep
00:35,96.2,73,124/82,1.0,Light Sleep
00:36,96.1,82,116/78,1.0,Light Sleep
00:37,96.6,77,124/80,1.0,Light Sleep
00:38,97.5,69,123/80,1.0,Light Sleep
00:39,96.5,80,124/80,1.0,Light Sleep
00:40,97.6,73,123/80,1.0,Light Sleep
00:41,96.5,80,122/80,1.0,Light Sleep
00:42,96.8,69,120/82,1.0,Light Sleep
00:43,97.3,77,116/78,1.0,Light Sleep
00:44,96.1,83,116/80,1.0,Light Sleep
00:45,96.0,71,120/82,1.0,Light Sleep
00:46,96.7,74,119/80,1.0,Light Sleep
00:47,96.5,74,120/81,1.0,Awake
00:48,97.9,80,120/79,1.0,Awake
00:49,97.6,79,121/79,2.81,Awake
00:50,97.2,69,120/79,1.0,Awake
00:51,97.4,79,117/82,1.0,Awake
00:52,97.7,80,124/80,1.0,Light Sleep
00:53,97.6,69,121/78,1.0,Light Sleep
00:54,97.0,72,122/79,1.0,Light Sleep
00:55,97.8,77,122/80,1.0,Light Sleep
00:56,96.1,76,119/79,1.0,Light Sleep
00:57,97.7,79,123/81,1.0,Deep Sleep
00:58,97.1,81,118/82,1.0,Light Sleep
00:59,96.9,78,120/80,1.0,Light Sleep
01:00,97.3,71,120/82,1.0,Light Sleep
01:01,96.1,70,121/78,1.0,Light Sleep
01:02,97.2,74,122/80,1.0,Light Sleep
01:03,97.2,77,123/80,1.0,Light Sleep
01:04,97.9,71,123/79,1.0,Light Sleep
01:05,97.5,72,118/79,1.0,Light Sleep
01:06,96.3,74,117/82,1.0,Deep Sleep
01:07,96.0,73,121/81,1.0,Light Sleep
01:08,97.7,70,123/78,1.0,Light Sleep
01:09,97.1,83,124/80,1.0,Light Sleep
01:10,97.5,79,116/79,1.0,Light Sleep
01:11,97.1,80,117/82,1.0,Light Sleep
01:12,96.9,72,116/80,1.0,Light Sleep
01:13,97.7,76,120/78,1.0,Light Sleep
01:14,96.5,79,117/81,1.0,Light Sleep
01:15,96.6,82,117/78,1.0,Light Sleep
01:16,97.6,76,121/78,1.0,Light Sleep
01:17,96.0,71,121/80,1.0,Light Sleep
01:18,97.7,70,122/80,1.0,Light Sleep
01:19,96.6,71,120/80,1.0,Deep Sleep
01:20,97.4,71,122/78,1.0,Light Sleep
01:21,96.4,69,118/80,1.0,Light Sleep
01:22,96.5,82,120/80,1.0,Light Sleep
01:23,96.7,75,120/78,1.0,Light Sleep
01:24,96.1,73,123/78,1.0,Light Sleep
01:25,97.6,77,116/80,1.0,Awake
01:26,96.1,81,122/80,1.0,Awake
01:27,97.8,81,122/81,1.65,Awake
01:28,96.0,80,117/80,1.0,Awake
01:29,96.5,69,121/82,1.0,Awake
01:30,97.3,69,120/82,1.0,Light Sleep
01:31,97.3,83,117/79,1.0,Light Sleep
01:32,96.4,79,124/80,1.0,Light Sleep
01:33,97.6,82,122/80,1.0,Light Sleep
01:34,98.0,74,120/82,1.0,Light Sleep
01:35,96.6,83,122/79,1.0,Light Sleep
01:36,97.6,76,117/79,1.0,Light Sleep
01:37,97.6,69,124/78,1.0,Light Sleep
01:38,97.9,82,118/81,1.0,Light Sleep
01:39,96.5,74,116/81,1.0,Light Sleep
01:40,97.9,74,117/78,1.0,Light Sleep
01:41,97.8,80,117/82,1.0,Light Sleep
01:42,97.3,79,122/80,1.0,Light Sleep
01:43,97.7,81,124/79,1.0,Light Sleep
01:44,97.6,75,120/80,1.0,Light Sleep
01:45,97.9,73,116/79,1.0,Light Sleep
01:46,96.8,80,121/80,1.0,Light Sleep
01:47,96.8,70,116/80,1.0,Light Sleep
01:48,97.2,77,124/80,1.0,Light Sleep
01:49,97.8,82,122/82,1.0,Light Sleep
01:50,97.0,81,123/80,1.0,Light Sleep
01:51,96.2,84,123/81,1.0,Light Sleep
01:52,97.2,79,120/80,1.0,Light Sleep
01:53,97.7,75,122/82,1.0,Light Sleep
01:54,96.3,77,124/81,1.0,Light Sleep
01:55,97.7,81,120/82,1.0,Light Sleep
01:56,97.8,71,116/80,1.0,Light Sleep
01:57,96.7,70,124/78,1.0,Light Sleep
01:58,96.3,71,124/78,1.0,Light Sleep
01:59,97.2,76,116/82,1.0,Light Sleep
02:00,97.1,80,124/81,1.0,Light Sleep
02:01,97.6,80,124/78,1.0,Light Sleep
02:02,97.2,82,116/81,1.0,Deep Sleep
02:03,96.5,77,121/80,1.0,Light Sleep
02:04,97.2,80,120/81,1.0,Light Sleep
02:05,96.0,72,121/81,1.0,Light Sleep
02:06,96.8,78,116/82,1.0,Light Sleep
02:07,97.9,72,121/82,1.0,Light Sleep
02:08,97.2,81,119/80,1.0,Light Sleep
02:09,97.7,72,120/80,1.0,Light Sleep
02:10,97.6,73,117/82,1.0,Awake
02:11,97.8,69,123/79,1.0,Awake
02:12,97.4,92,117/80,1.3,Awake
02:13,96.9,82,122/82,1.0,Awake
02:14,96.8,75,116/82,1.0,Awake
02:15,96.5,73,117/80,1.0,Light Sleep
02:16,97.7,74,120/79,1.0,Light Sleep
02:17,97.4,74,120/79,1.0,Light Sleep
02:18,97.9,74,119/78,1.0,Light Sleep
02:19,96.2,75,117/80,1.0,Light Sleep
02:20,96.5,82,123/82,1.0,Light Sleep
02:21,96.9,82,121/78,1.0,Light Sleep
02:22,97.6,72,119/80,1.0,Light Sleep
02:23,96.5,70,122/82,1.0,Light Sleep
02:24,97.6,82,116/81,1.0,Light Sleep
02:25,97.8,70,123/81,1.0,Light Sleep
02:26,96.4,82,118/79,1.0,Light Sleep
02:27,97.0,78,116/81,1.0,Light Sleep
02:28,97.2,74,116/80,1.0,Light Sleep
02:29,96.3,70,124/81,1.0,Light Sleep
02:30,96.6,81,118/80,1.0,Light Sleep
02:31,96.4,76,118/82,1.0,Light Sleep
02:32,96.5,83,122/82,1.0,Light Sleep
