Time,MinSpO2,PulseRate,BloodPressure,MovementIntensity,SleepStage
00:00,96.8,71,122/81,1.0,Light Sleep
00:01,97.6,82,120/78,1.0,Light Sleep
00:02,97.5,76,120/82,1.0,Light Sleep
00:03,97.0,79,118/80,1.0,Light Sleep
00:04,97.0,76,118/78,1.0,Light Sleep
00:05,97.9,77,117/80,1.0,Light Sleep
00:06,96.1,71,124/80,1.0,Light Sleep
00:07,97.3,76,120/79,1.0,Light Sleep
00:08,96.8,77,118/78,1.0,Light Sleep
00:09,96.7,69,120/80,1.0,Light Sleep
00:10,96.6,72,123/78,1.0,Light Sleep
00:11,96.3,80,120/80,1.0,Light Sleep
00:12,96.1,80,120/78,1.0,Light Sleep
00:13,97.8,72,120/78,1.0,Light Sleep
00:14,96.9,80,117/82,1.0,Light Sleep
00:15,96.5,70,119/81,1.0,Light Sleep
00:16,97.2,79,124/80,1.0,Light Sleep
00:17,97.5,73,119/79,1.0,Light Sleep
00:18,98.0,81,120/79,1.0,Light Sleep
00:19,97.1,82,116/80,1.0,Light Sleep
00:20,97.1,76,120/79,1.0,Light Sleep
00:21,97.6,71,119/79,1.0,Light Sleep
00:22,96.3,74,119/79,1.0,Light Sleep
00:23,97.6,70,116/78,1.0,Light Sleep
00:24,97.6,74,121/78,1.0,Light Sleep
00:25,97.1,70,123/81,1.0,Light Sleep
00:26,96.2,69,118/78,1.0,Light Sleep
00:27,96.2,74,117/80,1.0,Light Sleep
00:28,97.7,75,116/78,1.0,Light Sleep
00:29,97.0,78,119/80,1.0,Light Sleep
00:30,97.8,71,123/81,1.0,Light Sleep
00:31,97.4,78,117/78,1.0,Light Sleep
00:32,97.2,81,118/79,1.0,Light Sleep
00:33,97.8,77,123/82,1.0,Light Sleep
00:34,97.6,74,123/78,1.0,Light Sleep
00:35,97.4,83,117/79,1.0,Light Sleep
00:36,96.1,82,119/81,1.0,Light Sleep
00:37,96.8,72,117/80,1.0,Light Sleep
00:38,96.4,83,117/81,1.0,Light Sleep
00:39,97.2,81,120/81,1.0,Light Sleep
00:40,96.4,76,120/78,1.0,Light Sleep
00:41,97.1,71,123/80,1.0,Light Sleep
00:42,97.9,70,123/80,1.0,Light Sleep
00:43,97.9,81,122/81,1.0,Light Sleep
00:44,97.1,73,124/81,1.0,Light Sleep
00:45,96.8,84,120/81,1.0,Light Sleep
00:46,97.2,79,123/79,1.0,Light Sleep
00:47,97.9,77,122/81,1.0,Light Sleep
00:48,96.1,80,118/80,1.0,Light Sleep
00:49,97.4,79,117/82,1.0,Light Sleep
00:50,96.1,75,120/79,1.0,Light Sleep
00:51,96.9,80,117/80,1.0,Light Sleep
00:52,97.5,75,120/80,1.0,Light Sleep
00:53,96.3,73,123/79,1.0,Light Sleep
00:54,97.7,82,118/81,1.0,Light Sleep
00:55,96.0,77,119/80,1.0,Light Sleep
00:56,96.6,82,121/82,1.0,Light Sleep
00:57,96.3,73,118/81,1.0,Light Sleep
00:58,97.7,80,119/80,1.0,Light Sleep
00:59,96.4,69,122/79,1.0,Light Sleep
01:00,96.4,84,124/79,1.0,Light Sleep
01:01,97.1,75,121/80,1.0,Light Sleep
01:02,97.1,78,123/82,1.0,Light Sleep
01:03,96.2,81,123/78,1.0,Light Sleep
01:04,97.1,83,117/79,1.0,Light Sleep
01:05,96.3,82,119/79,1.0,Light Sleep
01:06,96.2,83,117/78,1.0,Light Sleep
01:07,97.2,71,116/79,1.0,Light Sleep
01:08,97.4,80,123/81,1.0,Light Sleep
01:09,97.4,79,122/80,1.0,Light Sleep
01:10,97.4,76,122/80,1.0,Light Sleep
01:11,97.0,84,116/78,1.0,Light Sleep
01:12,96.1,77,120/82,1.0,Light Sleep
01:13,97.2,79,121/79,1.0,Light Sleep
01:14,97.6,84,124/80,1.0,Light Sleep
01:15,96.3,70,116/79,1.0,Light Sleep
01:16,97.1,84,119/79,1.0,Light Sleep
01:17,96.6,84,122/80,1.0,Light Sleep
01:18,96.1,77,120/82,1.0,Light Sleep
01:19,96.1,82,123/80,1.0,Light Sleep
01:20,96.8,73,120/80,1.0,Light Sleep
01:21,97.5,70,120/78,1.0,Light Sleep
01:22,97.8,72,117/80,1.0,Light Sleep
01:23,97.8,75,119/81,1.0,Light Sleep
01:24,97.9,73,116/80,1.0,Light Sleep
01:25,96.4,80,119/79,1.0,Light Sleep
01:26,96.9,80,120/82,1.0,Awake
01:27,96.3,81,118/78,1.0,Awake
01:28,96.8,79,121/80,2.29,Awake
01:29,98.0,71,119/80,1.0,Awake
01:30,96.4,69,116/81,1.0,Awake
01:31,96.6,81,119/80,1.0,Light Sleep
01:32,96.1,75,118/80,1.0,Light Sleep
01:33,97.3,74,116/81,1.0,Light Sleep
01:34,97.4,71,117/79,1.0,Light Sleep
01:35,96.4,81,119/79,1.0,Light Sleep
01:36,97.9,75,120/79,1.0,Light Sleep
01:37,97.0,83,122/78,1.0,Light Sleep
01:38,97.4,75,123/81,1.0,Light Sleep
01:39,96.3,74,120/78,1.0,Light Sleep
01:40,97.5,81,119/79,1.0,Light Sleep
01:41,97.4,78,119/81,1.0,Light Sleep
01:42,96.4,75,122/82,1.0,Light Sleep
01:43,96.4,71,122/80,1.0,Light Sleep
01:44,97.8,84,117/80,1.0,Light Sleep
01:45,97.0,81,120/79,1.0,Light Sleep
01:46,96.6,81,120/78,1.0,Light Sleep
01:47,97.7,76,118/82,1.0,Light Sleep
01:48,97.8,82,124/80,1.0,Light Sleep
01:49,96.4,81,123/79,1.0,Light Sleep
01:50,96.2,75,121/78,1.0,Light Sleep
01:51,96.0,74,116/82,1.0,Light Sleep
01:52,97.5,77,119/79,1.0,Light Sleep
01:53,97.9,74,124/82,1.0,Light Sleep
01:54,96.5,81,118/80,1.0,Light Sleep
